Applicable_Compliance_Frameworks,Control_ID,Control_Category,Control_Status_Distribution,Compliance_Maturity_Level,Control_Testing_Frequency,Business_Impact,Annual_Revenue,Penalty_Risk_Assessment,Remediation_Cost,Asset_Type,Data_Sensitivity_Classification,Organizational_Unit,Business_Area,Geographic_Scope,Industry_Sector,Audit_Type,Audit_Finding_Severity,Repeat_Finding,Compliance_Owner,Evidence_Freshness_Days,Audit_Preparation_Score,Incident_Type,Incident_Notification_Compliance,Incident_Cost_Impact,Revenue_Category,Risk_Exposure_Ratio,ROI_Potential,Compliance_Score,Financial_Risk_Score,Asset_Risk_Index,Audit_Readiness_Score,Incident_Impact_Score,Composite_Risk_Score
NIST-CSF,AT-13(12),Preventive,Partially_Compliant,3.0,Weekly,High,407507962.83,58681.15,30770.42,API,Internal,Privacy Office,Cybersecurity,IN,Energy,Customer,High,False,dawn.johnson@energy.com - Risk Manager,4,0.602,No_Incident,True,0.0,Mid-Market,0.00014400000822678403,0.907063666989271,67.6,1.9575763650278362,60.25,76.05000000000001,22.75,28.299772909508352
ISO27001,A.10.8.4,Physical,Partially_Compliant,3.8,Monthly,Negligible,61260466011.14,1470251.18,3997.33,Payment-System,Confidential,Product Security,Access Control,CH,Technology,ISO-Audit,Best-Practice,False,sarah.gallegos@tech.io - Security Manager,5,0.821,No_Incident,True,0.0,Enterprise,2.399999993034072e-05,10.0,65.7875,0.16833609135095798,70.25,90.525,22.75,30.71612582740529
SOC2,CC4.7.3,Technical,Partially_Compliant,2.1,Weekly,High,7237415.85,3473.96,500.0,Endpoint,Confidential,Security Operations,Privacy,BR,Pharmaceuticals,External,High,False,joseph.white@corp.com - Security Manager,9,0.596,No_Incident,True,0.0,Startup,0.00048000005416297864,5.94792,60.6,1.8317905375576835,61.00000000000001,75.9,21.5,29.949537161267305
PCI-DSS,Req 10.5,Detective,Compliant,3.9,Weekly,Critical,253150316.02,227835.28,48376.08,Payment-System,Financial-Data,Information Security - GRC,Payment Security,GB,Financial-Services,Regulatory,High,False,jacqueline.parker@finserv.com - Card Data Security Officer,0,0.893,Data_Breach,False,2633433.48,Mid-Market,0.0008999999825479182,3.709668083896008,91.025,2.9149630825728488,89.5,83.32499999999999,86.55130629389112,42.80350018355007
CIS-Controls,Control 1.5,Preventive,Compliant,3.2,Weekly,High,30719642617.41,245757.14,500.0,Physical-Server,Public,Security Operations,Security Operations,FR,Manufacturing,Internal,Low,False,matthew.smith@corp.com - Risk Manager,1,0.813,No_Incident,True,0.0,Enterprise,7.999999969424124e-06,10.0,76.75,1.4040960195311103,51.5,88.825,19.0,22.908728805859333
NIST-CSF,PL-22(12),Physical,In_Progress,3.5,Weekly,Medium,1956807277.88,469633.75,4827.4,Backup-System,Restricted,Medical Device Security,IT Governance,BR,Healthcare,Penetration-Test,Medium,False,molly.knight@health.org - Audit Manager,2,0.617,Privacy_Breach,True,4093178.9,Large,0.00024000000169091765,10.0,67.10000000000001,1.4173244405903724,72.5,80.925,72.53015208202628,41.28122774858237
PCI-DSS,Req 3.1,Corrective,In_Progress,3.1,Monthly,Medium,912178747.67,500000.0,8229.26,Application,Regulated,Retail Security,E-commerce Security,AU,Retail,ISO-Audit,Informational,False,richard.thomas@retail.com - PCI Compliance Manager,17,0.718,Configuration_Error,False,17637.16,Mid-Market,0.0005481381815539575,10.0,55.55,1.0146375243663925,74.25,87.94999999999999,63.61613319468705,42.70261789624733
SOC2,CC6.8,Technical,Compliant,3.8,Weekly,Medium,8281400653.11,496884.04,2511.8,Backup-System,Restricted,Internal Audit,Security,BR,Financial-Services,Penetration-Test,Medium,False,cynthia.johnson@finserv.com - Compliance Manager,0,1.0,No_Incident,True,0.0,Large,6.00000000982201e-05,10.0,89.10000000000001,1.4926405762836088,73.49999999999999,90.5,21.5,25.84779217288508
SOC2,CC5.4,Compensating,Non_Compliant,2.0,Monthly,Medium,152960307.92,7648.02,856.73,Mobile-Device,Public,Information Security,Processing Integrity,SE,Pharmaceuticals,Certification,Critical,True,julie.lewis@corp.com - Risk Manager,5,0.332,Configuration_Error,False,7082.41,Mid-Market,5.00000300993118e-05,7.92698983343644,38.65,1.2408089620744274,45.75,56.3,58.87560595060083,38.922363878742495
SOC2,CC8.1,Hybrid,Compliant,3.3,Quarterly,Negligible,284605234.21,1138.42,552.26,Payment-System,Confidential,Patient Data Protection,Privacy,AU,Healthcare,Customer,Informational,False,robert.peterson@health.org - Audit Manager,59,0.909,Documentation_Gap,False,4765.67,Mid-Market,3.999996708282606e-06,1.0613841306630936,82.22500000000001,0.18007549273666607,73.25,86.72500000000001,60.19553771611932,34.84938019104486
ISO27001,A.8.12.1,Hybrid,Partially_Compliant,1.9,Quarterly,Medium,28539025.99,2054.81,618.15,Data-Store,Internal,Information Security,Asset Management,SE,Transportation,Compliance-Assessment,Critical,True,mitchell.griffith@corp.com - Security Manager,118,0.467,No_Incident,True,0.0,SME,7.200000451031511e-05,2.3241284477877535,57.49999999999999,0.9188899918311473,60.00000000000001,47.675000000000004,22.75,30.450666997549348
ISO27001,A.16.1,Detective,Compliant,3.1,Weekly,Medium,16040973104.68,962458.39,500.0,E-Commerce-Platform,Restricted,Cloud Security Engineering,Operations Security,SG,Technology,Compliance-Assessment,Medium,False,kimberly.bradley@tech.io - Audit Manager,4,0.77,Data_Loss,False,2524320.22,Enterprise,6.000000023185626e-05,10.0,77.18749999999999,1.1138400436414961,76.75,84.75,78.75536154520712,40.97584932213388
SOC2,CC3.4.3,Hybrid,Remediation_Required,3.6,Weekly,High,11387420184.64,910993.61,1737.25,Physical-Server,Public,Security Operations,Confidentiality,NL,Insurance,Regulatory,Critical,True,christopher.williams@corp.com - Risk Manager,2,0.597,Access_Violation,False,123788.19,Enterprise,7.999999958101134e-05,10.0,50.24999999999999,1.7562002288317626,54.50000000000001,62.925,68.98170680297986,40.38570142924551
ISO27001,A.15.6.4,Compensating,Non_Compliant,2.7,Weekly,Medium,42726120.68,6408.92,894.32,Virtual-Machine,Internal,Privacy Office,Asset Management,FR,Healthcare,Regulatory,High,True,eric.williamson@health.org - Audit Manager,0,0.363,Documentation_Gap,False,12469.11,SME,0.00015000004442247437,6.166249217282404,52.14000000000001,1.3797376774239827,59.50000000000001,60.075,62.48967571111863,39.75185644545092
SOC2,CC1.2,Detective,Compliant,3.6,Weekly,Medium,652447669.69,26097.91,530.26,Endpoint,Confidential,Regulatory Compliance,Processing Integrity,FR,Financial-Services,Regulatory,Medium,False,emily.nelson@finserv.com - Security Manager,10,0.849,System_Outage,True,467538.86,Mid-Market,4.000000492361326e-05,10.0,88.00000000000001,1.4732615442694983,65.0,86.725,61.924546606150244,32.076887784510895
ISO27001,A.14.3,Preventive,Partially_Compliant,4.3,Weekly,Medium,1734298179.83,69371.93,2732.49,IoT-Device,Confidential,Risk Management,Operations Security,IN,Financial-Services,Customer,Medium,False,ebony.tucker@finserv.com - Audit Manager,0,1.0,Regulatory_Action,False,1759998.89,Large,4.0000001618406814e-05,10.0,82.88499999999999,1.4922629935938294,68.0,90.5,81.86378160167685,38.099185218413524
ISO27001,A.17.11,Physical,Non_Compliant,3.1,Monthly,High,2318475057.04,2318475.06,1927.57,E-Commerce-Platform,Confidential,Payment Card Security,Access Control,SG,Retail,External,High,False,scott.nelson@retail.com - Audit Manager,0,0.476,Access_Violation,False,142415.3,Large,0.0010000000012767012,10.0,48.24999999999999,1.5210010808308987,68.75,72.89999999999999,70.38389924633728,44.65808017351672
NIST-CSF,SC-17,Physical,Compliant,3.5,Monthly,Medium,47567154006.09,2854029.24,11921.82,Database,Restricted,Data Protection Office,IT Governance,AU,Technology,Third-Party-Risk,Low,False,kari.wilson@tech.io - Compliance Manager,2,0.913,Data_Loss,False,1734743.88,Enterprise,5.999999999231824e-05,10.0,76.475,1.1138403508837817,76.25,91.325,78.3480890359224,40.947519912449614
SOC2,CC5.7,Preventive,Non_Compliant,3.0,Weekly,Low,1176757692.37,235351.54,874.04,Application,Confidential,Data Protection Office,Privacy,FR,Technology,ISO-Audit,Medium,False,russell.campbell@tech.io - Compliance Manager,0,0.441,Control_Bypass,False,161469.35,Large,0.00020000000129678357,10.0,43.5575,0.5768010398719905,65.0,76.525,71.02023196661253,44.737711705284106
NIST-CSF,PS-16(15),Hybrid,Remediation_Required,2.3,Quarterly,Medium,66675437.61,26670.18,15646.59,Application,Confidential,Internal Audit,Incident Response,GB,Transportation,Customer,High,True,erika.tucker@corp.com - Risk Manager,19,0.312,Policy_Violation,False,15654.01,SME,0.0004000000743302208,0.7045362599774136,42.50000000000001,0.9230816024632912,64.0,58.8,59.23663337342169,42.49925115542332
PCI-DSS,Req 7.6,Technical,Non_Compliant,3.0,Weekly,High,305341143.48,500000.0,273477.99,Cloud-Service,Confidential,Store Operations Security,Cardholder Data Protection,JP,Retail,Internal,Critical,True,elizabeth.williams@retail.com - PCI Compliance Manager,0,0.578,Data_Breach,True,7406810.36,Mid-Market,0.0016375126990796451,0.8283006979830443,47.099999999999994,1.517452006660049,61.75000000000001,62.449999999999996,75.67407820996355,44.25255124399073
ISO27001,A.8.4.5,Detective,Compliant,2.8,Weekly,Negligible,33922778.56,1000.0,500.0,Backup-System,Internal,Information Security,Asset Management,AU,Pharmaceuticals,Third-Party-Risk,Low,False,randall.greene@corp.com - Security Manager,3,0.774,No_Incident,True,0.0,SME,2.9478717323561127e-05,1.0,79.74999999999999,0.14449524245103582,55.50000000000001,87.85,22.75,23.53084857273532
NIST-CSF,CA-4,Compensating,Remediation_Required,2.7,Monthly,High,1341593684.98,321982.48,690.52,Physical-Server,Internal,IT Risk Management,Cybersecurity,BR,Pharmaceuticals,Certification,High,True,adrian.turner@corp.com - Security Manager,2,0.372,Policy_Violation,True,50578.41,Large,0.0002399999967238963,10.0,46.225,1.8598408234696462,61.5,60.3,48.50993439767129,39.078689126575156
NIST-CSF,MA-7(8),Compensating,Compliant,3.2,Monthly,Low,117241068.78,1875.86,500.0,E-Commerce-Platform,Confidential,Security Operations,Incident Response,JP,Telecommunications,Compliance-Assessment,Low,False,jason.taylor@corp.com - Compliance Manager,17,0.898,System_Outage,False,1009219.51,Mid-Market,1.6000024731265503e-05,2.7517199999999997,75.5,0.560229970950287,67.75,90.95,76.00996516983707,38.4325620252525
NIST-CSF,MP-29,Hybrid,Partially_Compliant,3.3,Quarterly,Negligible,183201224.94,1000.0,163.24,Virtual-Machine,Public,Patient Data Protection,IT Governance,AU,Healthcare,Internal,Medium,False,jonathan.murphy@health.org - Compliance Manager,120,0.614,Policy_Violation,False,1888.24,Mid-Market,5.4584787865229e-06,5.125949522175937,69.575,0.18009985649389623,50.5,68.85,56.9407178302928,31.673423523006726
SOC2,CC6.1,Preventive,Remediation_Required,3.1,Weekly,High,34491147436.84,2759291.79,4947.05,Network-Device,Public,IT Risk Management,Security,DE,Telecommunications,Third-Party-Risk,Critical,True,adrian.burgess@corp.com - Audit Manager,1,0.432,Policy_Violation,False,41495.34,Enterprise,7.99999998565661e-05,10.0,48.275,1.6391202007993717,48.5,58.8,59.04502448347301,37.35699095693441
ISO27001,A.18.12,Physical,Remediation_Required,3.1,Monthly,High,460082528.72,552099.03,1291.99,Payment-System,Restricted,Customer Data Protection,Information Security,CA,Retail,Certification,Critical,True,gregory.james@retail.com - Audit Manager,9,0.481,Access_Violation,True,142917.55,Mid-Market,0.001199999990297393,10.0,50.0,1.510603650494994,77.25,60.02499999999999,58.38772150339441,43.943225395827376
NIST-CSF,PE-28,Detective,Compliant,2.6,Weekly,Medium,1147347779.67,4589.39,1288.36,Endpoint,Public,Campus IT Security,Incident Response,IN,Education,Regulatory,Critical,False,jane.mason@edu.org - Compliance Manager,5,0.711,No_Incident,True,0.0,Large,3.999999024986129e-06,2.5621953491260214,77.5,0.8635452351823221,41.0,75.775,22.75,20.684063570554695
PCI-DSS,Req 2.7,Physical,Partially_Compliant,3.9,Monthly,Critical,4162731157.26,500000.0,1240.54,Physical-Server,Regulated,Fraud Prevention,Transaction Security,NL,Financial-Services,ISO-Audit,Low,False,martha.drake@finserv.com - Card Data Security Officer,44,0.845,No_Incident,True,0.0,Large,0.00012011344982679852,10.0,73.97500000000001,2.9187827217677573,84.74999999999999,83.625,25.25,33.61938481653032
ISO27001,A.7.1,Preventive,Non_Compliant,2.5,Daily,Critical,355571662.36,533357.49,6879.84,Backup-System,Confidential,IT Risk Management,Operations Security,JP,Energy,Penetration-Test,High,True,charles.hensley@energy.com - Compliance Manager,0,0.43,Data_Breach,False,9744632.71,Mid-Market,0.0014999999900442008,10.0,48.6,2.6180328925756973,64.5,61.74999999999999,85.47191379777841,46.85479262732839
NIST-CSF,PS-15(6),Preventive,Non_Compliant,3.0,Weekly,Medium,28689954.8,1000.0,116.21,IoT-Device,Public,Internal Audit,Cybersecurity,US,Transportation,Regulatory,Best-Practice,False,bobby.smith@corp.com - Risk Manager,8,0.771,Access_Violation,False,67076.04,SME,3.485540520963107e-05,7.6051114361930985,48.35,0.9184231255184829,51.0,89.275,69.56643472413036,39.85131388248162
SOC2,CC9.3.1,Technical,Non_Compliant,3.3,Daily,High,1141424786.83,1141424.79,981.04,POS-System,Confidential,Compliance and Governance,Availability,CH,Telecommunications,Third-Party-Risk,High,True,samantha.atkins@corp.com - Security Manager,0,0.62,Policy_Violation,False,68785.39,Large,0.001000000002777231,10.0,48.85,1.638001203320968,66.5,66.49999999999999,59.59375629425857,41.822651619848
SOC2,CC9.2,Physical,Compliant,3.5,Monthly,Negligible,5185796874.38,20743.19,1291.33,SCADA-System,Confidential,Patient Data Protection,Processing Integrity,SE,Healthcare,Compliance-Assessment,Informational,False,barbara.berry@health.org - Compliance Manager,37,0.758,No_Incident,True,0.0,Large,4.000000482564215e-06,10.0,85.80000000000001,0.1980724482317956,74.25,82.95,21.5,26.471921734469536
PCI-DSS,Req 3.7.5,Detective,Compliant,4.1,Weekly,Negligible,899699819.37,26990.99,932.14,Mobile-Device,Financial-Data,Internal Audit,Payment Security,FR,Financial-Services,Regulatory,Best-Practice,False,jenna.butler@finserv.com - PCI Compliance Manager,13,1.0,Data_Breach,False,1389488.02,Mid-Market,2.9999994908190597e-05,10.0,92.12500000000001,0.19057196841093105,76.0,95.0,85.85713779812846,38.197349150148966
PCI-DSS,Req 5.6,Corrective,Compliant,2.9,Monthly,Medium,1781359186.62,427526.2,1144.88,E-Commerce-Platform,Regulated,Store Operations Security,Payment Security,AU,Retail,SOC-Audit,Informational,False,darius.smith@retail.com - Card Data Security Officer,4,0.74,Documentation_Gap,False,9856.39,Large,0.00023999999731171568,10.0,74.49999999999999,1.0236208354753813,78.0,88.5,64.73440484854788,39.128967220352195
NIST-CSF,IR-29(8),Physical,Partially_Compliant,3.3,Monthly,Negligible,321039487.59,7704.95,537.16,POS-System,Confidential,Compliance and Governance,Cybersecurity,CA,Insurance,Penetration-Test,Medium,False,mark.solis@corp.com - Audit Manager,4,0.741,Configuration_Error,False,777.51,Mid-Market,2.400000715749959e-05,10.0,65.5,0.15036250989208105,68.5,84.02499999999999,57.72816048868593,37.34074085070481
NIST-CSF,IR-16(8),Compensating,Partially_Compliant,3.4,Monthly,Medium,29710202.73,10695.67,5219.74,SCADA-System,Restricted,Product Security,Cybersecurity,US,Technology,Customer,Medium,False,christine.collier@tech.io - Compliance Manager,2,0.788,Service_Disruption,True,48056.86,SME,0.0003599998996035124,1.04908098870825,60.705,1.0762859624495735,80.25,85.2,60.70441106978583,42.35001800269204
CIS-Controls,Control 1.8,Physical,Non_Compliant,3.4,Monthly,Critical,140510396839.12,210765595.26,5836.98,API,Confidential,Information Security,Security Operations,SE,Manufacturing,Vendor,Medium,False,samantha.davis@corp.com - Compliance Manager,8,0.638,System_Outage,False,789653.6,Enterprise,0.0015000000000093942,10.0,44.75,1.8720000498496336,63.24999999999999,81.45,71.99359292406183,44.585318599767255
SOC2,CC3.2,Hybrid,Remediation_Required,3.5,Quarterly,Medium,82038919.25,9844.67,816.96,Container,Internal,Payment Security,Processing Integrity,SG,Financial-Services,Third-Party-Risk,High,True,megan.sanchez@finserv.com - Risk Manager,120,0.54,Data_Breach,False,3505052.98,SME,0.00011999999622130566,10.0,50.60000000000001,1.4557989205089998,60.25,52.5,83.11173677689479,44.471587031531655
SOC2,CC6.4,Preventive,Remediation_Required,3.8,Weekly,Medium,14443407573.92,577736.3,13083.79,Application,Public,Patient Data Protection,Confidentiality,CH,Healthcare,SOC-Audit,Best-Practice,False,brianna.warren@health.org - Compliance Manager,0,0.654,Privacy_Breach,True,2855107.6,Enterprise,3.999999979528377e-05,10.0,56.95250000000001,1.4317216305548852,54.0,86.35000000000001,70.88905658047719,38.8692028052619
NIST-CSF,MP-30(15),Hybrid,Partially_Compliant,3.0,Quarterly,Low,4156798894.79,119715.81,7833.31,Backup-System,Internal,Internal Audit,IT Governance,ZA,Manufacturing,Vendor,High,True,randy.collins@corp.com - Audit Manager,15,0.627,System_Outage,False,960294.55,Large,2.880000044025416e-05,10.0,61.75000000000001,0.49234786135403663,50.5,66.67500000000001,75.95601229088041,37.526406816582295
ISO27001,A.18.3.3,Compensating,Partially_Compliant,3.0,Daily,High,2010812579.68,289557.01,8032.6,Data-Store,Internal,Retail Security,Access Control,JP,Retail,Regulatory,High,True,matthew.cook@retail.com - Risk Manager,0,0.76,No_Incident,True,0.0,Large,0.0001439999992670028,10.0,66.14999999999999,1.5098771931049886,61.00000000000001,70.0,22.75,28.7154631579315
SOC2,CC9.5.5,Compensating,Compliant,4.0,Monthly,Low,201423291.81,4834.16,500.0,Mobile-Device,Restricted,Internal Audit,Confidentiality,US,Financial-Services,Internal,Low,False,gary.dixon@finserv.com - Security Manager,1,0.995,Vendor_Risk,False,65875.52,Mid-Market,2.4000004947590674e-05,8.66832,84.7,0.7604607165296827,72.75,93.375,71.79682662254379,36.600003539467664
ISO27001,A.18.10,Preventive,Non_Compliant,2.5,Weekly,Medium,259814242.36,12990.71,1262.67,API,Public,Internal Audit,Information Security,SG,Transportation,ISO-Audit,Best-Practice,True,daniel.hicks@corp.com - Audit Manager,5,0.31,Data_Breach,False,2301324.67,Mid-Market,4.999999184802195e-05,9.288285933775253,47.099999999999994,0.9306058317764655,51.24999999999999,67.75,83.90494520451148,43.09767079043523
NIST-CSF,AC-17(12),Detective,Not_Assessed,3.6,Weekly,Low,33829908681.13,4059589.04,2298.14,Server,Restricted,Security Operations,IT Governance,IN,Insurance,Certification,Low,False,rebecca.bailey@corp.com - Compliance Manager,8,0.679,No_Incident,True,0.0,Enterprise,0.00011999999994869629,10.0,58.00000000000001,0.631800101897525,68.5,85.475,22.75,32.36454003056925
NIST-CSF,SC-1,Detective,Compliant,3.3,Weekly,High,4437021012.46,354961.68,4196.83,API,Confidential,Clinical IT Security,Cybersecurity,ZA,Healthcare,Penetration-Test,High,False,jessica.fuentes@health.org - Security Manager,9,0.957,No_Incident,True,0.0,Large,7.999999977534476e-05,10.0,89.1,2.0894417025558445,67.25,84.925,22.75,24.714332510766756
